# f, tau
2.512152753386771167e+02 6.207833858062612009e+00
2.824168933623644762e+02 4.092656213646974628e+00
2.840279186443119670e+02 3.367234016127212737e+00
2.757673978967494577e+02 5.160311857288776061e+00
2.577931876681511199e+02 5.008588215562276957e+00
2.515277397135077422e+02 4.282735185178472292e+00
2.533872063790295215e+02 4.889449531113000624e+00
2.516042957369056126e+02 5.018334962439540803e+00
2.623082111123222262e+02 4.431913146090207256e+00
2.599175605642814162e+02 4.774973840116354395e+00
2.602096666389699635e+02 5.176561355451266166e+00
2.542964596891260385e+02 4.698128547616385653e+00
2.556420770280475097e+02 5.469368743059154880e+00
2.624755813553894086e+02 4.068798855844480755e+00
2.519504758915364562e+02 4.243227673656658538e+00
2.492202900721212870e+02 5.080845228452520068e+00
2.696058907791473871e+02 3.779707611685237278e+00
2.646333780013202954e+02 4.379597084640486138e+00
2.691871104053618069e+02 4.107439991578681671e+00
2.653283637038077813e+02 5.624813125299278127e+00
2.533695685184611364e+02 4.076304997735382685e+00
2.469869024294911242e+02 4.508273148507988104e+00
2.594378891301716408e+02 3.739134510665087507e+00
2.527406227154904457e+02 3.796760003407509743e+00
2.388630859709741117e+02 4.984793704707505491e+00
2.534152994928348903e+02 3.994085494805605041e+00
2.527464785283074207e+02 4.454122979648267311e+00
2.558153052702208754e+02 4.210096490879274178e+00
2.491589404865103177e+02 3.226383679297436746e+00
2.616181998428110091e+02 4.693047558213651271e+00
2.630057177200357046e+02 4.097674389978721798e+00
2.506843635438528963e+02 4.807923463308825696e+00
2.647020684311294758e+02 4.323881760438548660e+00
2.542797910317152343e+02 4.261206076285672495e+00
2.488702032589863222e+02 3.908381388964598191e+00
2.567630681304162295e+02 4.846811626227615299e+00
2.615664542835091879e+02 4.042420429990269071e+00
2.515688738879852053e+02 4.796303581868995636e+00
2.432337334515708562e+02 4.387811479508345158e+00
2.459326585007301276e+02 5.146303800554759889e+00
2.461468923201007897e+02 4.726293445025785189e+00
2.581074190034593130e+02 5.702711634264362672e+00
2.576539235063020215e+02 4.173220951611811280e+00
2.668633231265515064e+02 4.115868413547560500e+00
2.596876798492209559e+02 4.913772205696064432e+00
2.481813772285545951e+02 3.667544250318248267e+00
2.631802904701960983e+02 4.742447192455194305e+00
2.627940764572073817e+02 4.426832379605771806e+00
2.663373490085375579e+02 4.531074210120169532e+00
2.718207860522842338e+02 4.114544527771701432e+00
2.526045002793826768e+02 4.859306265376400980e+00
2.675183346190098064e+02 3.741111428604460443e+00
2.757177373838937342e+02 3.437738673759528130e+00
2.630089072396702363e+02 4.821312143742967571e+00
2.808203470381494640e+02 3.186774866362179548e+00
2.594896062843749860e+02 3.888782165904689059e+00
2.697662510733380259e+02 4.703127574873655625e+00
3.042765768120447092e+02 3.826612954163470359e+00
2.611492756183612869e+02 4.317865100281123247e+00
2.813958537717234094e+02 3.834267146230896817e+00
2.652099693606397750e+02 3.880363434157555691e+00
2.595036244976604962e+02 4.025660992595941678e+00
2.883106829112160199e+02 3.909423045420422849e+00
2.578120204910334223e+02 3.726590404422839509e+00
2.593071121554343677e+02 4.259734632167154977e+00
2.615504760589280409e+02 3.927886646445313268e+00
2.575686446966510061e+02 4.248887543145370316e+00
2.592197169547520730e+02 4.447822101293094299e+00
2.656006352143271556e+02 4.191704500085191576e+00
2.436921472536915019e+02 4.457439908321887856e+00
2.512318966520572303e+02 5.116895706769839514e+00
2.586495063864142026e+02 5.358300346720956675e+00
2.509560020223835011e+02 3.568672102582646666e+00
2.647276392672060297e+02 4.230805978866017725e+00
2.605268537179780424e+02 3.693215408765804231e+00
2.531134387944525201e+02 3.670577261744655484e+00
2.516712082916280053e+02 5.224244073802527311e+00
2.512836490171073649e+02 5.011845915897449544e+00
2.549079027851099113e+02 4.101103702272908436e+00
2.465456401142874654e+02 5.173008482128464536e+00
2.653213427487718832e+02 5.401889906059192725e+00
2.574583492355897079e+02 4.710461251072792344e+00
2.478880931862639443e+02 5.298301462132239514e+00
2.613387790486260656e+02 5.067644414812519926e+00
2.525637243387201067e+02 5.086991392806034185e+00
2.687153013503723855e+02 5.387165742669957069e+00
2.587162370289339037e+02 5.237866433249202203e+00
2.627430574612582745e+02 4.820308519045616968e+00
2.612260030113651510e+02 5.407475375820502528e+00
2.709348970056872759e+02 4.480471474941405852e+00
2.685134605552415223e+02 4.613750348280769131e+00
2.558936732535661918e+02 4.293226912786759719e+00
2.647694316827362400e+02 4.332994441540954256e+00
2.505543958079993274e+02 5.136771294063044557e+00
2.527258637395723611e+02 5.097364507611168882e+00
2.505240318007670908e+02 5.220641399656442694e+00
2.597621431830747269e+02 5.584730127301429370e+00
2.465150088348325426e+02 4.609319344627381909e+00
3.051082557505797013e+02 3.441782440855640779e+00
2.641238964217927219e+02 4.788375480244230431e+00
2.682333641456907003e+02 3.674808231050382012e+00
2.606812255378076202e+02 5.303430947623707148e+00
2.612787662559560999e+02 4.028993222522715634e+00
2.700943528262215523e+02 4.050358977185520182e+00
2.599693605520235451e+02 3.751534495146500170e+00
2.519081405385826145e+02 4.338392775935060008e+00
2.709172832470325716e+02 3.599600110683883081e+00
2.701637691657153937e+02 3.763696136635333644e+00
2.611255666331887255e+02 4.224136825832636610e+00
2.467521473134456187e+02 5.669894760842161929e+00
2.546154620171291185e+02 5.828100048787078435e+00
2.515373588456930918e+02 5.044724105168255868e+00
2.647277197608232768e+02 4.359582952954141000e+00
2.780728770506114529e+02 3.435004502941077398e+00
2.554914477846869261e+02 4.196763677852583641e+00
2.550895829922467613e+02 4.609716578089590122e+00
2.533642570540233123e+02 3.907917847855517213e+00
2.595472312033938351e+02 4.158930102900834314e+00
2.520801672876299904e+02 5.131976478350424919e+00
2.497091430496591897e+02 4.539948604313654101e+00
2.592287115288827977e+02 4.905767449719180107e+00
2.525937074714736639e+02 6.080868850988617069e+00
2.426165787654786641e+02 4.965732433049899974e+00
2.804253528235396402e+02 3.544539759067375506e+00
2.677158967653691093e+02 4.246121519145737544e+00
2.642340787125247061e+02 4.037060743802129537e+00
2.496683255821311320e+02 4.804957715509650562e+00
2.600649493839711113e+02 5.490405662429251876e+00
2.481559167654620239e+02 4.037953281267896877e+00
2.526255697580054687e+02 5.095008188916300362e+00
2.636416855701259578e+02 4.259090403401189384e+00
2.669362275750664821e+02 4.633912400629152550e+00
2.644795510963438119e+02 4.701493979007614676e+00
2.496555381726383303e+02 4.379666963506849697e+00
2.551212734995031894e+02 4.335292349120138056e+00
2.620327588642999217e+02 3.794235745694974682e+00
2.581970633252498715e+02 2.945717997721552628e+00
2.375188963457460716e+02 4.106013609394000063e+00
2.478953701775884895e+02 4.172371226334962380e+00
2.543658950334220776e+02 5.726364844463548209e+00
2.614334120080254138e+02 5.656696903071935623e+00
2.571345367042402472e+02 5.636839707433776603e+00
2.472603313134401049e+02 4.358828714963513207e+00
2.675064991855086305e+02 4.938856590333823959e+00
2.518573878234564347e+02 4.937758012043013345e+00
2.502020690201640605e+02 5.052156591675408315e+00
2.515033199779072390e+02 5.666759562426846308e+00
2.588263102927755313e+02 4.867380799427412974e+00
2.515813817255823324e+02 5.275824852927888386e+00
2.535507380912158624e+02 5.519010331689952586e+00
2.666222275988889692e+02 4.397892966269809634e+00
2.479701806518957028e+02 4.106985226156658619e+00
2.439951608063424828e+02 3.460769600950035052e+00
2.456827315330682779e+02 6.129523359548184835e+00
2.751395704137788698e+02 4.631181641703022933e+00
2.555792653151506215e+02 5.284693280887686306e+00
2.855014348111924960e+02 3.133103744030840687e+00
2.979141212478490957e+02 3.933364436157086086e+00
2.806089360931736110e+02 3.677820800754307839e+00
2.742079063867028026e+02 4.080397417706482344e+00
2.770598659296215942e+02 3.930803692282557549e+00
2.542092982703508426e+02 4.843065244189848073e+00
2.631664135460986813e+02 4.988120690042357808e+00
2.699312139553457541e+02 4.351093208226510356e+00
2.561308015125252950e+02 4.869765073553193879e+00
2.560009543085373593e+02 4.129195173963960741e+00
2.620238185923963101e+02 4.343105896224212614e+00
2.535716376359220021e+02 4.971811448324261029e+00
2.497841723905039544e+02 4.301060738706671494e+00
2.584475019359163639e+02 5.028735249642837246e+00
2.577023928328611646e+02 4.027184581075517578e+00
2.542774309872873744e+02 4.545357510929111555e+00
2.642077827385154478e+02 3.888089261420074383e+00
2.634398142120073771e+02 3.783794926909310519e+00
2.684169289121886095e+02 3.651216356635722526e+00
2.668675430308783803e+02 4.304546164633888949e+00
2.519888241961079132e+02 4.524461037427810695e+00
2.528603552837923019e+02 3.493332634864472208e+00
2.607665981507831816e+02 4.716182071011627563e+00
2.629941282308180348e+02 4.923476936870285314e+00
2.574309816045233106e+02 5.015981306183883603e+00
2.613567796056870520e+02 3.969372929441168818e+00
2.675138647464702899e+02 3.323323472257084354e+00
2.567772932681290285e+02 4.961795697131466731e+00
2.713196775693532459e+02 3.638692085635948814e+00
2.528798406708463631e+02 4.856427371041244001e+00
2.615361978351112953e+02 4.599133291402128343e+00
2.635182172278239250e+02 4.360227420876052307e+00
2.514954833337807827e+02 4.272107556810738949e+00
2.486643916750776384e+02 5.500721091627708503e+00
2.677297167867532721e+02 4.257926697838001928e+00
2.656472520384180029e+02 4.885778195165447535e+00
2.751150905715078352e+02 3.643134700849982810e+00
2.539919028854799876e+02 4.702669091501502585e+00
2.647980671366973411e+02 5.473064215538295585e+00
2.634380693730021790e+02 3.633628115061799946e+00
2.468070627592853441e+02 4.832745389071801512e+00
2.558011791598563320e+02 4.323619041785857320e+00
2.554281828326960238e+02 4.923294835716328421e+00
2.498955730212890387e+02 4.374544810077558132e+00
2.498338525302687003e+02 4.584522152954642493e+00
2.735595356826572697e+02 3.447087010629554804e+00
2.442209286286458507e+02 4.025602433877501163e+00
2.541803688511731991e+02 4.191027941343389074e+00
2.626987435029271296e+02 5.976544875311263993e+00
2.467398891174169933e+02 4.974066260037886877e+00
2.542041678631022137e+02 4.519897594371569127e+00
2.743270442342848696e+02 3.817875767814680632e+00
2.525614902064413911e+02 4.483270853425580960e+00
2.435350105622316335e+02 4.905165704715942709e+00
2.541130759253539679e+02 4.505771576664818312e+00
2.690203274750373339e+02 4.531845136508010796e+00
2.731590893778731584e+02 3.552138787646911045e+00
2.587825508220862503e+02 4.838960140352939199e+00
2.655457890113847839e+02 3.913989650056215908e+00
2.524107246768245147e+02 4.170882560929626948e+00
2.716451110834537417e+02 4.659844277628462983e+00
2.677902292083998077e+02 3.774409712318194554e+00
2.567601565395423222e+02 4.877515496069469769e+00
2.992670353828941643e+02 3.612033998874105478e+00
2.612700341649446614e+02 5.621443929916956073e+00
2.698503203842911944e+02 4.377232219917201128e+00
2.639409674597823710e+02 4.512808936254664616e+00
2.572721014396951205e+02 4.953864583566382152e+00
2.657111864387347282e+02 4.194916955985803497e+00
2.589521268763577382e+02 4.942095955780570371e+00
2.766590697746277101e+02 3.387155772252489871e+00
2.467733829195417457e+02 4.639037100792080537e+00
2.821561915631658621e+02 3.669628896216683867e+00
2.638977962248152380e+02 4.074677152923280588e+00
2.561485303299078851e+02 3.538286711316062316e+00
2.539009127118567619e+02 5.780191413654327093e+00
2.617059636955937094e+02 4.661710900133101632e+00
2.402874779271937200e+02 4.850544075975411040e+00
2.394721710439657443e+02 3.595278904630387018e+00
2.521711651829727145e+02 3.384858852903501969e+00
2.676040336094704344e+02 4.614631700880021725e+00
2.442110227867760557e+02 4.142687113606201343e+00
2.630834738573831260e+02 4.353600608723930065e+00
2.702909582316081583e+02 4.574939951439392694e+00
2.434530117366327886e+02 5.280189917458044668e+00
2.758650268224677689e+02 4.298214815003974287e+00
2.605786457729134327e+02 4.980910096668959675e+00
2.480641372186969704e+02 4.666360685195579450e+00
2.591215951686052108e+02 4.560673729966048917e+00
2.400818147607687081e+02 5.090066419303559186e+00
2.451152818019121753e+02 5.008437096247807752e+00
2.772530231109086003e+02 4.829565899422966879e+00
2.840857301553507455e+02 4.944425555236442449e+00
2.687392523531534039e+02 5.495248992442207658e+00
2.474352740223674232e+02 4.854387036344275153e+00
2.385320868810919137e+02 5.170735289790282962e+00
2.547275882854372639e+02 4.598494056329389679e+00
2.551223264589543760e+02 4.287782352438027189e+00
2.524125994238196711e+02 4.634577826438996517e+00
2.730153947776645964e+02 4.630637179023295857e+00
2.689064373592344737e+02 4.864377649493926370e+00
2.419572180136738950e+02 5.153488465202740620e+00
2.407638547582468505e+02 4.374835915237681228e+00
2.524538676417366787e+02 4.157117706832838877e+00
2.601815573629029359e+02 5.237605200445404563e+00
2.596283769070220728e+02 3.882739289260781934e+00
2.660345824118591054e+02 3.814269026745648716e+00
2.534237380832254587e+02 5.042703033987436356e+00
2.429306070587687145e+02 5.547921822621388444e+00
2.498492542489165942e+02 4.690918831596571081e+00
2.528640835331922005e+02 3.965470001203215134e+00
2.602636844681449020e+02 5.001767703803214893e+00
2.534784110665828791e+02 4.272803481273392379e+00
2.652072933097659302e+02 5.517968137294292141e+00
2.700880640777202188e+02 3.774796653329833163e+00
2.708567019260901816e+02 3.021990948964832668e+00
2.685950134266872169e+02 4.545685299375836763e+00
2.539256452785537022e+02 4.805625614941981816e+00
2.709211940734464292e+02 3.978572097528012996e+00
2.446435474536237678e+02 4.455613554712851254e+00
2.578036121663980111e+02 4.345591188181530562e+00
2.688425415063592254e+02 5.179801117537117250e+00
2.557351414562068612e+02 5.832038450318054679e+00
2.696185547006369916e+02 4.371786043325409210e+00
2.680391571153271002e+02 4.107137517964511098e+00
2.482004191640605768e+02 4.128916375484421586e+00
2.568239848167706896e+02 5.055613082480832077e+00
2.479672119060001876e+02 4.100966173459102748e+00
2.641691783560272029e+02 4.708346856403403002e+00
2.622200461764074362e+02 4.767961934151790260e+00
2.673154605567815452e+02 4.652366522576577346e+00
2.445360570674897360e+02 5.877170505181585014e+00
2.590953311368494383e+02 4.274249482678770917e+00
2.619251169106344150e+02 3.887803667792416373e+00
2.547432445090824160e+02 4.662449923379445416e+00
2.638337875835489399e+02 4.210088917874177383e+00
2.696458352673453760e+02 4.248313817425955818e+00
2.476922482429570778e+02 4.926765808440967120e+00
2.614383440265717127e+02 3.902889415984748922e+00
2.531135356115336208e+02 5.014792419789534605e+00
2.602572131774488184e+02 5.050124415939999167e+00
2.666427960312236110e+02 4.238550250354859550e+00
2.405418587029947446e+02 5.308769668986577095e+00
2.670697217512712882e+02 4.441818566896845510e+00
2.538456086354353829e+02 5.111289250531634742e+00
2.720338551847727331e+02 4.463251496356575920e+00
2.514823417285096241e+02 4.086553150642772358e+00
2.415673407465959031e+02 4.252254180987234733e+00
2.489913706354931264e+02 5.590927660024767043e+00
2.441845196984185407e+02 3.991717381836834555e+00
2.644662621044160460e+02 4.692221725041014757e+00
2.598239760818685795e+02 4.228852730616642575e+00
2.460814144693798937e+02 4.486831893930263604e+00
2.487456944788105773e+02 5.575921144448527933e+00
2.597236604254289318e+02 4.810150368285556866e+00
2.527249690237461834e+02 3.801103347562270418e+00
2.642210817109841514e+02 3.142797235893170615e+00
2.523122578024251368e+02 4.276037113915344356e+00
2.493574193511367980e+02 4.151892258219564091e+00
2.597745679068361255e+02 4.618459608218987711e+00
2.711099266705905393e+02 4.712853915786879178e+00
2.703387226762429236e+02 4.098852591327929673e+00
